,Unnamed: 0,Title,Square,Price,Room,Floor,Building floor,Renovation,Material,Address,Lift,Bathroom,Washing machine,TV,Microwave oven,Playground,Furniture,Refrigerator,Air conditioner,Wifi,Cable,Security,Video surveillance,Parking space
236,236,2-комнатная квартира на продажу,65 м²,84 000 у.е.,2,7,9,Средний,Панельный,"город Ташкент, Шайхантахурский район, массив Хадра, улица Себзар",1,0,0,0,0,0,0,0,0,0,0,0,0,0
237,237,2-комнатная квартира на продажу,62 м²,75 000 у.е.,2,7,9,Средний,Панельный,"город Ташкент, Алмазарский район, махаллинский сход граждан Хастимам, улица Себзар",1,0,0,0,0,0,0,0,0,0,0,0,0,0
238,238,2-комнатная квартира на продажу,60 м²,58 000 у.е.,2,9,9,Требует ремонта,Панельный,"город Ташкент, Мирзо-Улугбекский район, Oq saroy turar-joy majmuasi, 3-й тупик Паркент",1,0,0,0,0,0,0,0,0,0,0,0,0,0
239,239,1-комнатная квартира на продажу,40 м²,9 500 у.е.,1,7,9,Черновая отделка,Монолитный,"Бухарская область, Каган, проспект Бухара",1,0,0,0,0,0,0,0,0,0,0,0,0,0
240,240,4-комнатная квартира на продажу,83 м²,83 000 у.е.,4,3,5,Средний,Панельный,"город Ташкент, Мирзо-Улугбекский район, массив Феруза-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,241,3-комнатная квартира на продажу,100 м²,99 000 у.е.,3,5,7,Требует ремонта,Кирпичный,"город Ташкент, Шайхантахурский район, махаллинский сход граждан Караташ",1,0,0,0,0,0,0,0,0,0,0,0,0,0
242,242,2-комнатная квартира на продажу,73 м²,62 050 у.е.,2,7,12,Черновая отделка,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Бойкургон, улица Султанали Машхади",1,0,0,0,0,0,0,0,0,0,0,0,0,0
243,243,2-комнатная квартира на продажу,65 м²,70 750 у.е.,2,5,9,Евроремонт,Монолитный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Бурижар",1,1,1,1,0,1,1,1,1,1,1,0,0,1
244,244,1-комнатная квартира на продажу,28 м²,21 000 у.е.,1,4,4,Евроремонт,Кирпичный,"Андижанская область, Андижан, махаллинский сход граждан Узбекистон 20 Йиллиги",0,0,0,0,0,1,0,0,0,0,0,0,0,0
245,245,3-комнатная квартира на продажу,125 м²,175 000 у.е.,3,4,12,Евроремонт,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Салор, улица Нукус",1,0,0,0,0,0,0,0,0,0,0,0,0,0
246,246,5-комнатная квартира на продажу,120 м²,160 000 у.е.,5,7,9,Средний,Панельный,"город Ташкент, Мирабадский район, махаллинский сход граждан Фаровон, улица Афросиаб",1,0,0,0,0,0,0,0,0,0,0,0,0,0
247,247,2-комнатная квартира на продажу,50 м²,62 777 у.е.,2,3,4,Евроремонт,Панельный,"город Ташкент, Учтепинский район, махаллинский сход граждан Богистан",0,1,0,0,0,1,0,0,0,1,1,0,0,1
248,248,4-комнатная квартира на продажу,98 м²,120 000 у.е.,4,5,9,Евроремонт,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Дустобод, улица Паркент",1,0,1,0,0,1,1,1,1,1,1,0,1,1
249,249,1-комнатная квартира на продажу,30 м²,25 000 у.е.,1,2,4,Средний,Кирпичный,"город Ташкент, Сергелийский район, махаллинский сход граждан Дарёбуйи, 3-й проезд Нилуфар",0,0,1,1,1,1,1,0,1,1,1,0,0,0
250,250,6+ комнатная квартира на продажу,158 м²,140 000 у.е.,6+,7,8,Черновая отделка,Другое,"город Ташкент, Мирзо-Улугбекский район, массив Паркент",1,0,0,0,0,0,0,0,0,0,0,0,0,0
251,251,4-комнатная квартира на продажу,140 м²,189 000 у.е.,4,9,10,Евроремонт,Другое,"город Ташкент, Мирабадский район, махаллинский сход граждан Карасу, Фергана Йули",1,0,0,0,0,0,0,0,0,0,0,0,0,0
252,252,3-комнатная квартира на продажу,116 м²,130 000 у.е.,3,4,4,Средний,Кирпичный,"город Ташкент, Чиланзарский район, квартал И",0,1,1,0,0,1,1,1,1,1,1,0,1,1
253,253,2-комнатная квартира на продажу,50 м²,51 000 у.е.,2,4,4,Средний,Панельный,"город Ташкент, Чиланзарский район, 10-й квартал массива Чиланзар",0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,254,1-комнатная квартира на продажу,30 м²,55 000 у.е.,1,1,4,Средний,Кирпичный,"город Ташкент, Шайхантахурский район, массив Ц-12, улица Лабзак",0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,255,4-комнатная квартира на продажу,102 м²,167 000 у.е.,4,2,8,Евроремонт,Другое,"город Ташкент, Яшнободский район, массив Ташсельмаш, Tashselmash ko'chasi",1,0,0,0,0,0,0,0,0,0,0,0,0,0
256,256,2-комнатная квартира на продажу,50 м²,135 000 у.е.,2,7,25,Евроремонт,Другое,"город Ташкент, Мирзо-Улугбекский район, площадь Хамида Алимджана, проспект Мустакиллик",1,0,0,0,0,0,0,0,0,0,0,0,0,0
257,257,2-комнатная квартира на продажу,90 м²,155 000 у.е.,2,6,7,Евроремонт,Другое,"город Ташкент, Мирабадский район, махаллинский сход граждан Биродарлик, улица Гоголя",1,0,0,0,0,0,0,0,0,0,0,0,0,0
258,258,2-комнатная квартира на продажу,47 м²,63 850 у.е.,2,2,4,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Катта Ялангач Ата, улица Тимура Малика",0,0,0,0,0,1,0,0,0,1,0,0,0,0
259,259,2-комнатная квартира на продажу,58 м²,54 500 у.е.,2,3,9,Требует ремонта,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Мингчинар",1,0,0,0,0,0,0,0,0,0,0,0,0,0
260,260,2-комнатная квартира на продажу,59 м²,27 500 у.е.,2,2,4,Средний,Кирпичный,"Ферганская область, Фергана, махаллинский сход граждан Гульзар, улица Пахтаой",0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,261,2-комнатная квартира на продажу,50 м²,60 000 у.е.,2,1,4,Евроремонт,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Янги Хаёт",0,1,1,1,0,0,1,1,1,1,0,0,0,0
262,262,3-комнатная квартира на продажу,90 м²,100 000 у.е.,3,1,4,Требует ремонта,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Алпомиш, улица Буюк Ипак Йули",0,0,0,0,0,1,0,0,0,1,0,0,0,1
263,263,1-комнатная квартира на продажу,30 м²,38 000 у.е.,1,3,4,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Фуркат, улица Эски-Сарикул",0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,264,4-комнатная квартира на продажу,171 м²,136 800 у.е.,4,4,4,Черновая отделка,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Олтинтепа, улица Турт Арык",0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,265,4-комнатная квартира на продажу,85 м²,160 000 у.е.,4,3,4,Средний,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Юнус Раджаби, улица Юнуса Раджаби",0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,266,2-комнатная квартира на продажу,50 м²,70 250 у.е.,2,1,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Кутарма",0,1,1,1,1,1,1,1,1,1,1,0,0,1
267,267,2-комнатная квартира на продажу,60 м²,77 700 у.е.,2,3,5,Евроремонт,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Ватандош",0,1,1,1,1,1,1,1,1,1,0,1,1,1
268,268,2-комнатная квартира на продажу,57.6 м²,60 500 у.е.,2,2,4,Средний,Кирпичный,"город Ташкент, Алмазарский район, махаллинский сход граждан Гульсарай",0,1,0,0,0,1,1,0,1,1,1,0,0,1
269,269,3-комнатная квартира на продажу,80 м²,130 000 у.е.,3,3,4,Евроремонт,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Шахжахан, улица Шота Руставели",0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,270,2-комнатная квартира на продажу,58 м²,55 000 у.е.,2,5,5,Средний,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Мохинур",0,1,1,1,0,0,1,1,1,1,0,0,0,0
271,271,2-комнатная квартира на продажу,53.62 м²,75 000 у.е.,2,1,7,Средний,Кирпичный,"город Ташкент, Янгихаётский район, массив Сергели-IIIа, улица Кургантепа",1,1,0,0,0,1,1,0,0,1,1,0,0,0
272,272,3-комнатная квартира на продажу,70 м²,110 000 у.е.,3,4,5,Евроремонт,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Богсарай, улица Шота Руставели",0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,273,3-комнатная квартира на продажу,125 м²,100 000 у.е.,3,4,8,Средний,Кирпичный,"город Ташкент, Янгихаётский район, 8-й квартал",1,1,0,0,0,1,0,0,1,0,0,0,1,1
274,274,1-комнатная квартира на продажу,50 м²,51 500 у.е.,1,7,10,Черновая отделка,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Яккабог, улица Сугалли-ота",1,0,0,0,0,0,0,0,0,0,0,0,0,0
275,275,3-комнатная квартира на продажу,68 м²,75 000 у.е.,3,5,9,Средний,Монолитный,"город Ташкент, Юнусабадский район, массив Киёт",1,0,0,0,0,0,0,0,0,0,0,0,0,0
276,276,1-комнатная квартира на продажу,28 м²,72 000 у.е.,1,4,4,Авторский проект,Кирпичный,"город Ташкент, Яккасарайский район, махалля Юнус Ражабий, площадь Космонавтов",0,0,1,1,0,0,1,1,1,1,0,0,0,0
277,277,2-комнатная квартира на продажу,34 м²,59 000 у.е.,2,3,4,Авторский проект,Кирпичный,"город Ташкент, Чиланзарский район, 18-й квартал",0,0,0,1,0,0,1,1,1,1,0,0,0,0
278,278,3-комнатная квартира на продажу,60 м²,77 500 у.е.,3,3,4,Средний,Кирпичный,"город Ташкент, Яшнободский район, 58а Военный Городок",0,0,0,0,0,0,1,1,0,0,0,0,0,0
279,279,3-комнатная квартира на продажу,66.89 м²,52 000 у.е.,3,1,4,Средний,Кирпичный,"город Ташкент, Бектемирский район, махаллинский сход граждан Забардаст, Bektemir shoh ko'chasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,280,1-комнатная квартира на продажу,41.5 м²,68 000 у.е.,1,4,16,Авторский проект,Монолитный,"город Ташкент, Мирзо-Улугбекский район, O'z mahal TJM",1,0,0,0,0,0,0,0,0,0,0,0,0,0
281,281,4-комнатная квартира на продажу,113 м²,115 000 у.е.,4,7,9,Средний,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Нур",1,0,0,0,0,0,0,0,0,0,0,0,0,0
282,282,2-комнатная квартира на продажу,63 м²,79 000 у.е.,2,2,2,Авторский проект,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Жаркургон, улица Джаркурган",0,1,1,1,1,0,1,1,1,1,1,0,1,1
283,283,4-комнатная квартира на продажу,100 м²,73 000 у.е.,4,8,9,Требует ремонта,Панельный,"город Ташкент, Сергелийский район, массив Сергели-VIIа, улица Мирзы Турсунзаде",1,0,0,0,0,1,0,0,0,1,0,0,0,0
284,284,5-комнатная квартира на продажу,100 м²,100 000 у.е.,5,4,5,Евроремонт,Монолитный,"город Ташкент, Учтепинский район, махаллинский сход граждан Алихонтура Согуний",0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,285,3-комнатная квартира на продажу,80 м²,380 000 у.е.,3,1,8,Авторский проект,Кирпичный,"город Ташкент, Шайхантахурский район, жилой комплекс Гарденс",1,0,0,0,0,0,0,0,0,0,0,0,0,0
286,286,2-комнатная квартира на продажу,52 м²,72 000 у.е.,2,3,5,Евроремонт,Панельный,"город Ташкент, Яккасарайский район, массив Кушбеги",0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,287,3-комнатная квартира на продажу,72 м²,76 000 у.е.,3,3,9,Средний,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катта-Казирабад, улица Кирк-Киз",1,0,0,0,0,0,0,0,0,0,0,0,0,0
288,288,3-комнатная квартира на продажу,71 м²,85 000 у.е.,3,4,4,Евроремонт,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катта-Казирабад",0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,289,3-комнатная квартира на продажу,64.79 м²,58 000 у.е.,3,2,4,Евроремонт,Панельный,"Самаркандская область, Самарканд, площадь Регистан",0,1,1,0,0,1,0,0,0,0,0,0,0,1
290,290,2-комнатная квартира на продажу,53 м²,95 000 у.е.,2,1,8,Требует ремонта,Панельный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Бабур, улица Бабура",1,1,0,0,0,1,0,0,0,0,0,0,0,1
291,291,3-комнатная квартира на продажу,83 м²,67 000 у.е.,3,3,3,Требует ремонта,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Биродарлик, улица Дашнобод",0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,292,1-комнатная квартира на продажу,28 м²,53 500 у.е.,1,2,14,Евроремонт,Монолитный,"город Ташкент, Яшнободский район, жилой комплекс Беш чинор, улица Махтумкули",1,0,0,1,0,1,1,1,1,0,0,0,0,0
293,293,1-комнатная квартира на продажу,44 м²,60 000 у.е.,1,1,4,Средний,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Подшобог, улица Буюк Ипак Йули",0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,294,2-комнатная квартира на продажу,47 м²,65 000 у.е.,2,5,5,Средний,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катта-Казирабад, улица Чапаната",0,0,0,0,0,1,0,0,0,1,0,0,0,0
295,295,4-комнатная квартира на продажу,207 м²,280 000 у.е.,4,9,10,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Бадамзар, улица Бадамзар",1,0,0,0,0,0,0,0,0,0,0,0,0,0
296,296,2-комнатная квартира на продажу,94 м²,98 000 у.е.,2,5,5,Евроремонт,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Чарх Камалан-1, улица Новза",0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,297,6+ комнатная квартира на продажу,287 м²,243 950 у.е.,6+,3,3,Евроремонт,Кирпичный,"Самаркандская область, Самарканд, махаллинский сход граждан Богбонлар, улица Беруни",0,1,1,1,1,1,1,1,1,1,0,1,1,1
298,298,1-комнатная квартира на продажу,33 м²,52 000 у.е.,1,5,5,Евроремонт,Панельный,"город Ташкент, Мирзо-Улугбекский район, массив Буз-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,299,2-комнатная квартира на продажу,60 м²,42 000 у.е.,2,1,1,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Заминобод, улица Ок Йул",0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,300,3-комнатная квартира на продажу,80 м²,63 000 у.е.,3,5,9,Евроремонт,Блочный,"город Ташкент, Сергелийский район, массив Курувчи",1,1,0,0,0,1,0,0,0,1,0,0,0,1
301,301,2-комнатная квартира на продажу,56 м²,75 000 у.е.,2,5,5,Средний,Панельный,"город Ташкент, Алмазарский район, махаллинский сход граждан Себзар, Sebzor dahasi",0,1,1,1,0,1,1,1,1,1,1,0,0,1
302,302,2-комнатная квартира на продажу,72.85 м²,67 000 у.е.,2,1,9,Средний,Кирпичный,"город Ташкент, Янгихаётский район, махаллинский сход граждан Орият",1,1,1,1,1,1,1,1,1,1,0,0,1,1
303,303,2-комнатная квартира на продажу,55 м²,61 500 у.е.,2,3,4,Требует ремонта,Панельный,"город Ташкент, Юнусабадский район, махалля Отчопар-1, Шахристанская улица",0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,304,2-комнатная квартира на продажу,43 м²,80 000 у.е.,2,2,2,Средний,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Юнус Раджаби, улица Самарканд",0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,305,2-комнатная квартира на продажу,60 м²,62 500 у.е.,2,4,6,Евроремонт,Кирпичный,"город Ташкент, Сергелийский район, массив Узгарыш, улица Мирзы Турсунзаде",1,1,0,0,0,1,0,0,0,0,0,1,0,1
306,306,2-комнатная квартира на продажу,31 м²,32 000 у.е.,2,3,4,Средний,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Фазогир, улица Иззат",0,0,0,0,0,0,0,0,0,1,0,0,0,0
307,307,2-комнатная квартира на продажу,50 м²,75 000 у.е.,2,3,4,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Биллур",1,1,1,1,1,1,1,1,1,1,1,1,1,1
308,308,1-комнатная квартира на продажу,31.88 м²,32 000 у.е.,1,1,2,Авторский проект,Другое,"город Ташкент, Янгихаётский район, 2-й квартал",0,0,0,0,0,1,0,0,0,1,0,0,0,0
309,309,2-комнатная квартира на продажу,42.3 м²,65 000 у.е.,2,3,7,Евроремонт,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Богзар",1,0,1,1,0,1,1,1,1,1,0,1,1,0
310,310,3-комнатная квартира на продажу,96 м²,120 000 у.е.,3,9,12,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, микрорайон Алмазар, улица Фурката",1,0,0,0,0,0,0,0,0,0,0,0,0,0
311,311,4-комнатная квартира на продажу,140 м²,160 000 у.е.,4,4,4,Авторский проект,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Чарх Камалан-1, Хивинская улица",0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,312,1-комнатная квартира на продажу,12 м²,16 300 у.е.,1,7,9,Средний,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Наврузобод",1,1,0,0,0,0,0,0,0,0,0,0,0,0
313,313,4-комнатная квартира на продажу,105 м²,105 000 у.е.,4,8,9,Евроремонт,Кирпичный,"город Ташкент, Яккасарайский район, массив Башлык",1,1,1,1,1,0,1,1,1,1,1,0,0,0
314,314,1-комнатная квартира на продажу,33.12 м²,39 850 у.е.,1,4,4,Требует ремонта,Панельный,"город Ташкент, Мирабадский район, махаллинский сход граждан Чинар",0,1,0,0,0,1,0,0,0,1,0,0,0,0
315,315,2-комнатная квартира на продажу,50 м²,60 000 у.е.,2,3,7,Средний,Кирпичный,"город Ташкент, Сергелийский район, массив Сергели-III",1,0,0,0,0,1,0,0,0,0,0,0,0,1
316,316,4-комнатная квартира на продажу,80 м²,85 000 у.е.,4,3,4,Средний,Панельный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Уйгониш",0,1,1,1,1,1,1,1,1,1,1,0,1,1
317,317,2-комнатная квартира на продажу,46 м²,71 500 у.е.,2,5,5,Евроремонт,Панельный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Алпомиш, улица Мирзо Улугбека",0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,318,1-комнатная квартира на продажу,36 м²,44 500 у.е.,1,3,4,Черновая отделка,Панельный,"город Ташкент, Чиланзарский район, квартал 20А",0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,319,1-комнатная квартира на продажу,52 м²,58 000 у.е.,1,9,9,Требует ремонта,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Мовароуннахр, улица Нукус",1,0,0,0,0,0,0,0,0,0,0,0,0,0
320,320,5-комнатная квартира на продажу,205 м²,157 000 у.е.,5,9,10,Евроремонт,Кирпичный,"Ташкентская область, городской посёлок Эшангузар, улица Нугманова",1,0,0,0,0,0,0,0,0,0,0,0,0,0
321,321,4-комнатная квартира на продажу,90 м²,80 000 у.е.,4,7,9,Требует ремонта,Монолитный,"город Ташкент, Яшнободский район, махаллинский сход граждан Тонг, 2-й массив Тузель",1,0,0,0,0,0,0,0,0,0,0,0,0,0
322,322,2-комнатная квартира на продажу,56 м²,58 000 у.е.,2,3,16,Средний,Монолитный,"город Ташкент, Янгихаётский район, жилой комплекс Янгидархон-2",1,1,1,1,1,1,1,1,1,1,1,0,1,1
323,323,3-комнатная квартира на продажу,75.4 м²,105 000 у.е.,3,3,5,Средний,Панельный,"город Ташкент, Мирзо-Улугбекский район, 6-й квартал",0,1,1,1,1,1,1,1,0,1,1,0,0,1
324,324,3-комнатная квартира на продажу,50 м²,45 000 у.е.,3,1,2,Требует ремонта,Кирпичный,"город Ташкент, Яшнободский район, массив Авиагородок-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,325,1-комнатная квартира на продажу,35 м²,80 000 у.е.,1,7,9,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, массив Ц-2, тупик улица Алай Бозори",1,0,1,1,0,0,1,1,1,0,0,0,0,0
326,326,1-комнатная квартира на продажу,30 м²,36 000 у.е.,1,2,3,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Биродарлик, улица Гейдара Алиева",0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,327,2-комнатная квартира на продажу,58 м²,97 000 у.е.,2,3,9,Евроремонт,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Буюк Туран, улица Осиё",1,0,0,0,0,0,0,0,0,0,0,0,0,0
328,328,3-комнатная квартира на продажу,72 м²,65 000 у.е.,3,2,4,Требует ремонта,Кирпичный,"город Ташкент, Сергелийский район, махаллинский сход граждан Олтинводий, улица Олтинводий",0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,329,3-комнатная квартира на продажу,85.66 м²,70 000 у.е.,3,1,5,Средний,Панельный,"город Ташкент, Сергелийский район, махалля Олтин Водий, 2-й тупик Олтинводий",0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,330,2-комнатная квартира на продажу,78 м²,128 000 у.е.,2,2,4,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, массив Алай, улица Олой Бозори",0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,331,3-комнатная квартира на продажу,78 м²,73 000 у.е.,3,4,7,Евроремонт,Кирпичный,"город Ташкент, Янгихаётский район, 16-й квартал",1,1,0,1,1,1,1,0,0,1,0,0,1,1
332,332,3-комнатная квартира на продажу,69 м²,98 000 у.е.,3,6,9,Требует ремонта,Панельный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Хамид Олимжон, проспект Мустакиллик",1,1,0,0,1,1,0,1,0,1,0,0,0,0
333,333,3-комнатная квартира на продажу,75 м²,135 000 у.е.,3,3,9,Евроремонт,Блочный,"город Ташкент, Мирабадский район, махаллинский сход граждан Фаровон, улица Мирабад",1,0,0,0,0,0,0,0,0,0,0,0,0,0
334,334,2-комнатная квартира на продажу,50 м²,63 350 у.е.,2,3,4,Евроремонт,Панельный,"город Ташкент, Учтепинский район, 14-й квартал",0,1,0,0,0,1,0,0,0,1,1,0,0,1
335,335,2-комнатная квартира на продажу,56.7 м²,37 000 у.е.,2,2,4,Средний,Панельный,"Ташкентская область, Чирчик, проспект Амира Темура",0,0,0,1,1,1,1,1,0,1,0,0,0,0
336,336,4-комнатная квартира на продажу,92 м²,88 000 у.е.,4,2,5,Евроремонт,Панельный,"город Ташкент, Сергелийский район, махаллинский сход граждан Саховат",0,0,0,0,0,1,1,0,1,1,0,0,0,0
337,337,4-комнатная квартира на продажу,111 м²,88 000 у.е.,4,2,9,Средний,Кирпичный,"город Ташкент, Алмазарский район, махаллинский сход граждан Зиё, улица Талабалар",1,1,1,1,1,1,1,1,1,0,0,0,0,1
338,338,4-комнатная квартира на продажу,82 м²,140 000 у.е.,4,2,4,Средний,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Беларык, улица Ракат",0,1,1,1,0,1,0,1,1,1,1,0,0,1
339,339,2-комнатная квартира на продажу,60 м²,120 000 у.е.,2,4,4,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Ат-Тирмизи, улица Афросиаб",0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,340,2-комнатная квартира на продажу,60 м²,83 000 у.е.,2,4,4,Средний,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Богсарай, улица Бешчинар",0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,341,1-комнатная квартира на продажу,50 м²,83 000 у.е.,1,3,9,Средний,Блочный,"город Ташкент, Мирабадский район, махаллинский сход граждан Афрасиаб, улица Афросиаб",1,0,0,0,0,0,0,0,0,0,0,0,0,0
342,342,3-комнатная квартира на продажу,84 м²,115 000 у.е.,3,4,4,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Шараф Рашидов, улица Якуба Коласа",0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,343,1-комнатная квартира на продажу,51 м²,56 500 у.е.,1,1,4,Евроремонт,Панельный,"город Ташкент, Мирзо-Улугбекский район, массив Феруза-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,344,3-комнатная квартира на продажу,160 м²,175 000 у.е.,3,1,3,Евроремонт,Кирпичный,"город Ташкент, Шайхантахурский район, махаллинский сход граждан Ипакчи, улица Ипакчи",0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,345,2-комнатная квартира на продажу,60.8 м²,50 500 у.е.,2,6,10,Черновая отделка,Монолитный,"город Ташкент, Яшнободский район, махаллинский сход граждан Куксарой",1,0,0,0,0,1,0,0,0,0,0,1,1,1
346,346,2-комнатная квартира на продажу,56.16 м²,56 000 у.е.,2,4,5,Средний,Панельный,"город Ташкент, Янгихаётский район, массив Дустлик-1",0,1,1,0,1,1,1,1,1,1,1,0,0,1
347,347,3-комнатная квартира на продажу,63 м²,105 000 у.е.,3,4,4,Евроремонт,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Конституция, улица Юсуфа Хос Ходжиба",0,0,1,1,1,1,1,1,1,1,1,0,0,1
348,348,2-комнатная квартира на продажу,56.4 м²,65 000 у.е.,2,5,5,Средний,Монолитный,"город Ташкент, Юнусабадский район, 5-й квартал",0,0,1,0,0,1,0,1,0,1,0,0,0,0
349,349,2-комнатная квартира на продажу,42 м²,106 000 у.е.,2,7,9,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Богишамол, улица Ахмада Дониша",1,0,0,0,0,0,0,0,0,0,0,0,0,0
350,350,4-комнатная квартира на продажу,84 м²,86 000 у.е.,4,2,4,Средний,Панельный,"город Ташкент, Алмазарский район, квартал 1/4",0,0,1,0,0,0,0,0,1,0,0,0,0,0
351,351,2-комнатная квартира на продажу,61 м²,85 000 у.е.,2,2,5,Евроремонт,Панельный,"город Ташкент, Шайхантахурский район, махаллинский сход граждан Жангох",0,1,1,1,1,1,1,1,1,1,1,1,1,1
352,352,2-комнатная квартира на продажу,60 м²,65 000 у.е.,2,3,4,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Маърифат, улица Эльбека",0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,353,3-комнатная квартира на продажу,56 м²,120 000 у.е.,3,4,4,Евроремонт,Кирпичный,"Ташкентская область, махаллинский сход граждан Гулистон, улица Миробод",0,0,1,1,1,0,1,1,1,0,0,0,0,0
354,354,1-комнатная квартира на продажу,35 м²,50 500 у.е.,1,2,4,Евроремонт,Другое,"город Ташкент, Чиланзарский район, махалля Чилонзор, улица Мукими",0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,355,4-комнатная квартира на продажу,100 м²,95 000 у.е.,4,8,9,Евроремонт,Панельный,"город Ташкент, Мирабадский район, 3-й квартал",1,0,0,0,0,0,0,0,0,0,0,0,0,0
