,Unnamed: 0,Title,Square,Price,Room,Floor,Building floor,Renovation,Material,Address,Lift,Bathroom,Washing machine,TV,Microwave oven,Playground,Furniture,Refrigerator,Air conditioner,Wifi,Cable,Security,Video surveillance,Parking space
117,117,2-комнатная квартира на продажу,40 м²,42 000 у.е.,2,2,2,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Карасу, Ферганская улица",0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,118,1-комнатная квартира на продажу,34 м²,40 500 у.е.,1,2,2,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Абдурауф Фитрат, улица Учувчилар",0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,119,1-комнатная квартира на продажу,34 м²,41 500 у.е.,1,3,4,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Навруз, улица Сарыкуль",0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,120,1-комнатная квартира на продажу,39 м²,55 000 у.е.,1,5,9,Евроремонт,Панельный,"город Ташкент, Яшнободский район, жилой комплекс Эльбек",1,0,1,1,1,1,1,1,1,1,0,1,1,1
121,121,2-комнатная квартира на продажу,56.7 м²,57 000 у.е.,2,4,4,Евроремонт,Панельный,"Ташкентская область, городской посёлок Эшангузар, 1-й микрорайон, улица Шарк Юлдузи",0,1,1,1,1,0,1,1,1,1,1,0,0,1
122,122,1-комнатная квартира на продажу,36 м²,60 000 у.е.,1,4,5,Авторский проект,Кирпичный,"Ташкентская область, городской посёлок Кибрай, улица Хамза",0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,123,5-комнатная квартира на продажу,120 м²,120 000 у.е.,5,9,9,Евроремонт,Монолитный,"город Ташкент, Учтепинский район, махаллинский сход граждан Фарход",1,0,0,0,0,0,0,0,0,0,0,0,0,0
124,124,3-комнатная квартира на продажу,70 м²,78 800 у.е.,3,1,4,Средний,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Богишамол",0,0,1,0,0,0,1,0,1,1,0,0,0,1
125,125,5-комнатная квартира на продажу,116 м²,210 000 у.е.,5,5,9,Евроремонт,Другое,"город Ташкент, Мирзо-Улугбекский район, массив Алай",1,0,0,0,0,0,0,0,0,0,0,0,0,0
126,126,3-комнатная квартира на продажу,62 м²,90 000 у.е.,3,2,4,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, массив Феруза-1, улица Мирзо Улугбека",0,0,1,1,1,1,1,1,1,1,1,0,0,1
127,127,2-комнатная квартира на продажу,60 м²,74 500 у.е.,2,5,9,Евроремонт,Панельный,"город Ташкент, Юнусабадский район, массив Кашгар",1,0,0,0,0,0,0,0,0,0,0,0,0,0
128,128,2-комнатная квартира на продажу,50 м²,70 000 у.е.,2,1,4,Средний,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Тракторсозлар, улица Ульяна",0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,129,3-комнатная квартира на продажу,90 м²,110 000 у.е.,3,5,5,Евроремонт,Кирпичный,"город Ташкент, Яккасарайский район, жилой комплекс Яккасарой палас, улица Бабура",0,0,1,1,1,1,1,1,1,1,0,0,0,0
130,130,2-комнатная квартира на продажу,75 м²,80 000 у.е.,2,9,9,Средний,Панельный,"город Ташкент, Шайхантахурский район, махаллинский сход граждан Олмазор, улица Ислама Каримова",1,0,0,0,0,0,0,0,0,0,0,0,0,0
131,131,4-комнатная квартира на продажу,90 м²,88 000 у.е.,4,4,4,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Богибустан, улица Богишамол",0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,132,4-комнатная квартира на продажу,110 м²,100 000 у.е.,4,2,4,Средний,Кирпичный,"город Ташкент, Янгихаётский район, 4-й квартал, улица Софдил",0,1,0,0,0,1,1,0,1,1,0,0,0,1
133,133,2-комнатная квартира на продажу,59 м²,195 555 у.е.,2,8,51,Требует ремонта,Блочный,"город Ташкент, Шайхантахурский район, жилой комплекс Nest One, улица Батыра Закирова",1,0,0,0,0,0,0,0,0,0,0,0,0,0
134,134,1-комнатная квартира на продажу,18 м²,24 500 у.е.,1,1,4,Авторский проект,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Бойкургон, улица Мирзо Улугбека",0,0,1,0,0,1,1,0,0,1,0,0,0,1
135,135,3-комнатная квартира на продажу,78 м²,76 500 у.е.,3,2,5,Средний,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Сабирабад",0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,136,2-комнатная квартира на продажу,55 м²,81 950 у.е.,2,6,9,Евроремонт,Кирпичный,"город Ташкент, Чиланзарский район, 5-й квартал",1,1,1,1,0,1,1,1,1,1,1,0,0,1
137,137,4-комнатная квартира на продажу,130 м²,152 000 у.е.,4,8,9,Средний,Панельный,"город Ташкент, Юнусабадский район, массив Минор, Namangan ko'chasi",1,1,1,1,0,0,1,1,1,1,0,0,0,0
138,138,1-комнатная квартира на продажу,42 м²,78 000 у.е.,1,1,5,Евроремонт,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Юнус Ражабий, улица Юнуса Раджаби",0,0,1,1,0,0,1,1,1,1,0,0,0,0
139,139,2-комнатная квартира на продажу,53 м²,92 000 у.е.,2,5,5,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Салор, улица Туркистан",0,0,1,0,0,1,1,0,1,1,0,0,0,1
140,140,2-комнатная квартира на продажу,52 м²,63 000 у.е.,2,2,4,Требует ремонта,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Аккурган, улица Аккурган",0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,141,1-комнатная квартира на продажу,38 м²,47 000 у.е.,1,1,5,Требует ремонта,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Юзрабат",0,0,0,0,0,1,0,0,0,1,1,0,0,0
142,142,2-комнатная квартира на продажу,54 м²,68 000 у.е.,2,4,4,Средний,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Элабад, улица Буюк Ипак Йули",0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,143,3-комнатная квартира на продажу,67 м²,88 000 у.е.,3,2,4,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Шахриабад",0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,144,3-комнатная квартира на продажу,78 м²,69 900 у.е.,3,4,5,Евроремонт,Панельный,"город Ташкент, Яшнободский район, массив Аханграбо, улица Курувчилар",0,1,0,0,0,1,1,0,0,0,1,0,0,1
145,145,2-комнатная квартира на продажу,50 м²,65 200 у.е.,2,2,4,Средний,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Чиланзар, улица Чиланзар",0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,146,1-комнатная квартира на продажу,33 м²,47 300 у.е.,1,3,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, Chilanzar Business City TJM, улица Чиланзар",0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,147,4-комнатная квартира на продажу,92 м²,84 000 у.е.,4,11,12,Евроремонт,Кирпичный,"город Ташкент, Шайхантахурский район, махаллинский сход граждан Самарканд Дарваза, улица Самарканд Дарвоза",1,0,0,0,0,0,0,0,0,0,0,0,0,0
148,148,2-комнатная квартира на продажу,42 м²,44 000 у.е.,2,5,6,Черновая отделка,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Джурабек, улица Обишир",1,0,0,0,0,0,0,0,0,0,0,0,0,0
149,149,2-комнатная квартира на продажу,54 м²,70 000 у.е.,2,3,5,Требует ремонта,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Бешкапа, улица Буюк Ипак Йули",0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,150,2-комнатная квартира на продажу,46 м²,54 500 у.е.,2,3,4,Средний,Кирпичный,"город Ташкент, Учтепинский район, махаллинский сход граждан Диёрабад",0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,151,4-комнатная квартира на продажу,97 м²,100 000 у.е.,4,2,9,Средний,Монолитный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Уч Кахрамон",1,0,0,0,0,0,0,0,0,0,0,0,0,0
152,152,3-комнатная квартира на продажу,70 м²,70 000 у.е.,3,3,5,Требует ремонта,Кирпичный,"город Ташкент, Учтепинский район, махаллинский сход граждан Фархад",0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,153,4-комнатная квартира на продажу,100 м²,110 000 у.е.,4,4,5,Евроремонт,Монолитный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Севинч",0,1,1,1,1,1,1,1,1,1,1,0,0,1
154,154,2-комнатная квартира на продажу,62.56 м²,85 000 у.е.,2,1,5,Средний,Панельный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Султония",0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,155,3-комнатная квартира на продажу,83 м²,250 000 у.е.,3,6,11,Авторский проект,Кирпичный,"город Ташкент, Мирабадский район, жилой комплес Парквуд, 6-й проезд Мироншаха",1,0,0,0,0,0,0,0,0,0,0,0,0,0
156,156,2-комнатная квартира на продажу,74.2 м²,100 000 у.е.,2,13,18,Евроремонт,Монолитный,"город Ташкент, Мирзо-Улугбекский район, площадь Хамида Алимджана, площадь Хамида Алимджана",1,0,0,0,0,0,0,0,0,0,0,0,0,0
157,157,2-комнатная квартира на продажу,76 м²,130 000 у.е.,2,3,9,Авторский проект,Кирпичный,"город Ташкент, Шайхантахурский район, махаллинский сход граждан Гульабад",1,0,0,0,0,0,0,0,0,0,0,0,0,0
158,158,4-комнатная квартира на продажу,90 м²,75 000 у.е.,4,4,5,Средний,Монолитный,"город Ташкент, Яшнободский район, махаллинский сход граждан Тонг",0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,159,2-комнатная квартира на продажу,65 м²,101 999 у.е.,2,8,9,Евроремонт,Монолитный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Алпомиш, улица Лашкарлар",1,0,0,0,0,0,0,0,0,0,0,0,0,0
160,160,2-комнатная квартира на продажу,60 м²,69 000 у.е.,2,4,9,Средний,Монолитный,"город Ташкент, Яшнободский район, махаллинский сход граждан Семург",1,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,2-комнатная квартира на продажу,55 м²,56 000 у.е.,2,5,5,Черновая отделка,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, населённый пункт Янгиабад, улица Миллий Бог",0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,162,2-комнатная квартира на продажу,60 м²,120 000 у.е.,2,3,9,Евроремонт,Другое,"город Ташкент, Мирабадский район, махаллинский сход граждан Янги Мирабад, Малая кольцевая дорога",1,0,0,1,0,1,1,1,0,1,0,1,0,0
163,163,1-комнатная квартира на продажу,36 м²,38 500 у.е.,1,3,4,Требует ремонта,Кирпичный,"город Ташкент, Юнусабадский район, 2-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,164,1-комнатная квартира на продажу,45 м²,32 900 у.е.,1,5,7,Евроремонт,Кирпичный,"Бухарская область, Бухара",1,0,1,1,0,1,1,1,1,1,1,0,1,1
165,165,3-комнатная квартира на продажу,74 м²,76 000 у.е.,3,4,5,Требует ремонта,Монолитный,"город Ташкент, Мирзо-Улугбекский район, 3-й квартал",0,1,0,0,0,1,1,0,0,0,0,0,0,0
166,166,1-комнатная квартира на продажу,40 м²,46 000 у.е.,1,4,5,Средний,Монолитный,"город Ташкент, Яшнободский район, махаллинский сход граждан Алимкент, улица Кадышева",0,1,0,0,0,1,0,0,0,1,0,0,0,1
167,167,2-комнатная квартира на продажу,63 м²,75 000 у.е.,2,9,9,Средний,Панельный,"город Ташкент, Шайхантахурский район, махаллинский сход граждан Шайхонтохур",1,0,0,0,0,0,0,0,0,0,0,0,0,0
168,168,3-комнатная квартира на продажу,73 м²,63 000 у.е.,3,6,9,Евроремонт,Монолитный,"город Ташкент, Алмазарский район, махаллинский сход граждан Чимбай",1,0,0,0,0,1,1,0,0,1,1,0,0,1
169,169,2-комнатная квартира на продажу,36 м²,45 000 у.е.,2,1,4,Средний,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Наккошлик, проспект Бунёдкор (дублёр)",0,0,0,0,1,1,0,0,0,1,0,0,0,0
170,170,4-комнатная квартира на продажу,111 м²,135 000 у.е.,4,7,9,Евроремонт,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Атчапар-1, проспект Амира Темура",1,0,0,0,0,0,0,0,0,0,0,0,0,0
171,171,3-комнатная квартира на продажу,95 м²,90 000 у.е.,3,5,5,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Тонг Юлдузи, улица Сайхун",0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,172,2-комнатная квартира на продажу,50 м²,53 000 у.е.,2,2,4,Требует ремонта,Панельный,"город Ташкент, Юнусабадский район, 6-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,173,1-комнатная квартира на продажу,42 м²,46 500 у.е.,1,3,4,Авторский проект,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Богибустан, улица Машинасозлар",0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,174,2-комнатная квартира на продажу,57 м²,65 000 у.е.,2,4,5,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Яшнобод, улица Корасув",0,1,0,0,0,1,0,0,0,1,1,0,0,1
175,175,1-комнатная квартира на продажу,18 м²,19 600 у.е.,1,4,4,Авторский проект,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Абдурауф Фитрат, улица Таллимаржон",0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,176,2-комнатная квартира на продажу,52 м²,59 500 у.е.,2,4,5,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Сарыкуль, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,177,1-комнатная квартира на продажу,30 м²,39 800 у.е.,1,4,4,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Темирйулчилар, улица Чамбил",0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,178,2-комнатная квартира на продажу,63 м²,79 800 у.е.,2,8,9,Евроремонт,Панельный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Сайхун",1,0,0,0,0,0,0,0,0,0,0,0,0,0
179,179,2-комнатная квартира на продажу,63 м²,79 800 у.е.,2,4,9,Евроремонт,Панельный,"город Ташкент, Мирабадский район, махаллинский сход граждан Янги Замон, улица Янгизамон",1,0,0,0,0,0,0,0,0,0,0,0,0,0
180,180,2-комнатная квартира на продажу,43 м²,42 000 у.е.,2,2,2,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Банокатий",0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,181,1-комнатная квартира на продажу,40 м²,43 500 у.е.,1,1,4,Средний,Монолитный,"город Ташкент, Яшнободский район, махаллинский сход граждан Алимкент, 1-й проезд Авиасозлар",0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,182,2-комнатная квартира на продажу,58 м²,47 500 у.е.,2,2,2,Авторский проект,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Бойкургон, улица Боткина",0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,183,3-комнатная квартира на продажу,80 м²,66 000 у.е.,3,1,8,Авторский проект,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Хосиятли, улица Иззат",1,0,0,0,0,0,0,0,0,0,0,0,0,0
184,184,2-комнатная квартира на продажу,62 м²,41 000 у.е.,2,2,2,Средний,Кирпичный,"Ташкентская область, Чирчик, проспект Алишера Навои",0,1,1,1,1,1,1,1,1,1,1,0,0,1
185,185,4-комнатная квартира на продажу,100 м²,71 000 у.е.,4,8,9,Средний,Панельный,"город Ташкент, Янгихаётский район, массив Дустлик-2",1,1,0,0,0,1,0,0,1,1,1,0,0,1
186,186,1-комнатная квартира на продажу,28 м²,40 500 у.е.,1,4,4,Средний,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Яккасарай, Малая кольцевая дорога",0,0,0,0,0,1,0,0,0,1,1,0,0,1
187,187,3-комнатная квартира на продажу,70 м²,85 000 у.е.,3,3,4,Авторский проект,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катта Домбрабад, улица Наккашлык",0,1,1,1,0,1,1,1,1,1,1,0,0,0
188,188,3-комнатная квартира на продажу,96 м²,85 000 у.е.,3,8,10,Черновая отделка,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Мерос, улица Богибустан",1,0,0,0,0,0,0,0,0,0,0,0,0,0
189,189,2-комнатная квартира на продажу,70 м²,82 000 у.е.,2,6,9,Средний,Панельный,"город Ташкент, Мирабадский район, махаллинский сход граждан Айбек, улица Саида Барака",1,1,1,1,1,1,1,1,1,1,1,0,0,1
190,190,3-комнатная квартира на продажу,135 м²,94 500 у.е.,3,10,10,Черновая отделка,Кирпичный,"город Ташкент, Шайхантахурский район, жилой комплекс Кукча дарвоза, улица Кукча Дарвоза",1,0,0,0,0,0,0,0,0,0,0,0,0,0
191,191,3-комнатная квартира на продажу,65 м²,101 988 у.е.,3,2,4,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Истиклолабад, улица Сарыкуль",0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,192,3-комнатная квартира на продажу,69 м²,65 000 у.е.,3,4,5,Средний,Кирпичный,"город Ташкент, Сергелийский район, массив Учувчилар Шахарчаси",0,0,1,1,0,1,1,1,0,1,1,0,0,0
193,193,2-комнатная квартира на продажу,49.5 м²,49 900 у.е.,2,2,4,Евроремонт,Кирпичный,"Самаркандская область, Самарканд, улица Мирзо Улугбека",0,1,1,1,1,1,1,1,1,0,0,0,0,1
194,194,3-комнатная квартира на продажу,84 м²,65 500 у.е.,3,9,9,Средний,Панельный,"город Ташкент, Юнусабадский район, 9-й квартал",1,0,0,0,0,0,0,0,0,0,0,0,0,0
195,195,1-комнатная квартира на продажу,26 м²,40 000 у.е.,1,1,4,Авторский проект,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,196,2-комнатная квартира на продажу,52 м²,27 500 у.е.,2,1,4,Средний,Другое,"Джизакская область, Джизак, махаллинский сход граждан Жиззахлик, улица Хавастлик",0,0,0,0,0,1,0,0,0,0,0,0,0,0
197,197,2-комнатная квартира на продажу,55 м²,61 500 у.е.,2,3,4,Требует ремонта,Кирпичный,"город Ташкент, Юнусабадский район, махалля Отчопар-1, проспект Амира Темура",0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,198,3-комнатная квартира на продажу,74 м²,140 000 у.е.,3,1,4,Требует ремонта,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Мустакиллик, улица Истиклол",0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,199,2-комнатная квартира на продажу,44 м²,57 500 у.е.,2,4,8,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Баркамол, улица Хосият",1,0,0,0,0,0,0,0,0,0,0,0,0,0
200,200,4-комнатная квартира на продажу,113 м²,125 000 у.е.,4,8,10,Черновая отделка,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Дамарык, улица Кичик Бешагач",1,0,0,0,0,0,0,0,0,0,0,0,0,0
201,201,4-комнатная квартира на продажу,90 м²,80 000 у.е.,4,5,5,Евроремонт,Панельный,"город Ташкент, Сергелийский район, махаллинский сход граждан Нурхаёт",0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,202,4-комнатная квартира на продажу,90 м²,120 000 у.е.,4,3,4,Евроремонт,Панельный,"город Ташкент, Учтепинский район, жилой комплекс Фарход",0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,203,3-комнатная квартира на продажу,60 м²,75 900 у.е.,3,2,4,Авторский проект,Кирпичный,"город Ташкент, Чиланзарский район, 1-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,204,3-комнатная квартира на продажу,65 м²,75 000 у.е.,3,3,5,Требует ремонта,Панельный,"город Ташкент, Мирзо-Улугбекский район, массив Буз-1, улица Мусаввирлар",0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,205,1-комнатная квартира на продажу,27 м²,31 500 у.е.,1,2,4,Требует ремонта,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Хусниабад",0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,206,5-комнатная квартира на продажу,112 м²,106 000 у.е.,5,3,5,Средний,Панельный,"город Ташкент, Юнусабадский район, 18-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,207,1-комнатная квартира на продажу,30 м²,52 000 у.е.,1,3,4,Евроремонт,Панельный,"город Ташкент, Юнусабадский район, 3-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,208,2-комнатная квартира на продажу,48 м²,87 000 у.е.,2,10,14,Евроремонт,Кирпичный,"город Ташкент, Яккасарайский район, Prestige garden turar-joy majmuasi",1,0,0,0,0,0,0,0,0,0,0,0,0,0
209,209,2-комнатная квартира на продажу,33 м²,45 000 у.е.,2,4,4,Средний,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Элабад",0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,210,2-комнатная квартира на продажу,47 м²,105 000 у.е.,2,7,12,Авторский проект,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, жилой комплекс Mirzo Ulugbek",1,0,0,0,0,0,0,0,0,0,0,0,0,0
211,211,2-комнатная квартира на продажу,45 м²,50 000 у.е.,2,7,9,Черновая отделка,Панельный,"город Ташкент, Юнусабадский район, 11-й квартал",1,1,0,0,0,1,0,0,0,1,0,0,0,1
212,212,2-комнатная квартира на продажу,55 м²,53 000 у.е.,2,4,4,Требует ремонта,Панельный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Элобод",0,1,0,0,0,0,0,0,0,1,0,0,0,1
213,213,3-комнатная квартира на продажу,70 м²,71 000 у.е.,3,4,4,Средний,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Ахилобод, улица Ниязбек",0,1,0,0,0,1,0,0,0,1,0,0,0,1
214,214,1-комнатная квартира на продажу,30 м²,28 000 у.е.,1,3,9,Требует ремонта,Панельный,"Ташкентская область, городской посёлок Назарбек, 2-й проезд Коракамиш",1,0,0,0,0,1,0,0,0,0,0,0,0,1
215,215,1-комнатная квартира на продажу,38 м²,41 500 у.е.,1,5,5,Средний,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Юртабад",0,1,0,0,0,1,0,0,0,0,0,0,0,1
216,216,5-комнатная квартира на продажу,140 м²,175 000 у.е.,5,1,12,Евроремонт,Панельный,"город Ташкент, Шайхантахурский район, махаллинский сход граждан Чакар, улица Фурката",1,0,1,1,0,0,1,0,1,1,0,0,0,0
217,217,3-комнатная квартира на продажу,77 м²,155 000 у.е.,3,3,4,Авторский проект,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Мингурик, проспект Амира Темура",0,0,1,1,0,0,1,1,1,1,0,0,0,0
218,218,3-комнатная квартира на продажу,128 м²,180 000 у.е.,3,4,12,Евроремонт,Монолитный,"город Ташкент, Мирабадский район, махалля Миробод, улица Нукус",1,0,1,1,0,0,1,1,1,1,0,0,0,0
219,219,4-комнатная квартира на продажу,90 м²,115 000 у.е.,4,3,5,Средний,Кирпичный,"город Ташкент, Алмазарский район, махаллинский сход граждан Себзар",0,1,0,0,0,0,0,0,0,1,0,0,0,0
220,220,2-комнатная квартира на продажу,50 м²,56 555 у.е.,2,4,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Мехржон",0,1,0,0,0,1,1,1,1,1,1,0,0,1
221,221,2-комнатная квартира на продажу,56 м²,59 555 у.е.,2,2,4,Евроремонт,Кирпичный,"город Ташкент, Учтепинский район, махаллинский сход граждан Гузар",0,1,0,0,0,1,1,0,0,1,1,0,0,1
222,222,2-комнатная квартира на продажу,52 м²,56 555 у.е.,2,3,4,Средний,Панельный,"город Ташкент, Учтепинский район, махаллинский сход граждан Бирлик",0,1,1,1,0,1,1,1,1,1,1,0,0,1
223,223,3-комнатная квартира на продажу,80 м²,85 000 у.е.,3,4,5,Евроремонт,Панельный,"город Ташкент, Сергелийский район, массив Учувчилар Шахарчаси, улица Аэропорт",0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,224,2-комнатная квартира на продажу,63 м²,79 800 у.е.,2,4,9,Евроремонт,Панельный,"город Ташкент, Мирабадский район, махаллинский сход граждан Фуркат, улица Сайхун",1,0,0,0,0,0,0,0,0,0,0,0,0,0
225,225,2-комнатная квартира на продажу,43 м²,42 000 у.е.,2,2,2,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Абдурауф Фитрат, улица Эски-Сарикул",0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,226,2-комнатная квартира на продажу,60 м²,58 000 у.е.,2,4,4,Средний,Другое,"город Ташкент, Мирабадский район, махаллинский сход граждан Фуркат, улица Таллимаржон",0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,227,2-комнатная квартира на продажу,55 м²,41 500 у.е.,2,2,2,Средний,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Жаркургон, улица Захидова",0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,228,1-комнатная квартира на продажу,30 м²,36 000 у.е.,1,2,3,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Заминобод, улица Мирзы Джахангира",0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,229,1-комнатная квартира на продажу,2 м²,695.14 у.е.,1,1,1,Средний,Другое,"город Ташкент, Чиланзарский район, махаллинский сход граждан Бешкурган, улица Бунёд",0,0,0,0,0,0,0,0,0,1,0,1,1,1
230,230,2-комнатная квартира на продажу,45 м²,50 000 у.е.,2,2,4,Требует ремонта,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Авиасозлар, 2-й проезд Авиасозлар",0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,231,4-комнатная квартира на продажу,265 м²,230 000 у.е.,4,4,4,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Айбек, улица Фидокор",0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,232,2-комнатная квартира на продажу,38 м²,29 200 у.е.,2,1,1,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Банокатий, улица Сарыкуль",0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,233,3-комнатная квартира на продажу,73 м²,85 000 у.е.,3,6,9,Евроремонт,Панельный,"город Ташкент, Алмазарский район, махаллинский сход граждан Юкары Себзар",1,0,0,0,0,0,0,0,0,0,0,0,0,0
234,234,1-комнатная квартира на продажу,50 м²,51 500 у.е.,1,7,10,Черновая отделка,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Домбрабад, улица Гавхар",1,0,0,0,0,0,0,0,0,0,0,0,0,0
235,235,3-комнатная квартира на продажу,78 м²,84 500 у.е.,3,2,5,Авторский проект,Панельный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Аль-Фараби",0,1,1,1,1,1,1,1,1,1,1,0,0,0
